Library,Species,Scientific name,Taxonomy,Age,Location,Num.indiv,Disease.status,Library.reads,Halobacterium,Halococcus,Candidatus Nitrosocosmicus,Abditibacterium,Holophaga,Acidimicrobium,Aciditerrimonas,Iamia,Ilumatobacter,Candidatus Microthrix,Actinomyces,Schaalia,Antricoccus,Klenkia,Jatrophihabitans,Kineococcus,Pseudokineococcus,Streptacidiphilus,Streptomyces,Trichotomospora,Brevibacterium,Actinotalea,Cellulomonas,Oerskovia,Sediminihabitans,Demequina,Brachybacterium,Dermacoccus,Flexivirga,Leekyejoonella,Janibacter,Knoellia,Tetrasphaera,Amnibacterium,Clavibacter,Curtobacterium,Labedella,Leucobacter,Microbacterium,Pseudoclavibacter,Schumannella,Arthrobacter,Micrococcus,Rothia,Isoptericola,Sanguibacter,Actinoplanes,Dactylosporangium,Corynebacterium,Gordonia,Lawsonella,Mycobacterium,Mycolicibacter,Mycolicibacterium,Rhodococcus,Williamsia,Nakamurella,Kribbella,Aeromicrobium,Friedmanniella,Marmoricola,Nocardioides,Cutibacterium,Microlunatus,Propionibacterium,Actinomycetospora,Actinophytocola,Amycolatopsis,Pseudonocardia,Nonomuraea,Actinoallomurus,Atopobium,Olsenella,Thermophilibacter,Collinsella,Enorma,Slackia,Nitriliruptor,Rubrobacter,Conexibacter,Solirubrobacter,Armatimonas,Bacillus,Halolactibacillus,Lysinibacillus,Paenibacillus,Pasteuria,Sporosarcina,Jeotgalicoccus,Macrococcus,Mammaliicoccus,Staphylococcus,Carnobacterium,Catellicoccus,Enterococcus,Vagococcus,Dellaglioa,Lactobacillus,Latilactobacillus,Leuconostoc,Weissella,Lactococcus,Streptococcus,Butyricicoccus,Candidatus Arthromitus,Clostridium,Lactonifactor,Alkalibacter,Anaerofustis,Eubacterium,Intestinibacillus,Anaerovorax,Anaerostipes,Blautia,Caecibacterium,Catenibacillus,Enterocloster,Robinsoniella,Sporobacterium,Tyzzerella,Agathobaculum,Anaerofilum,Anaerotruncus,Angelakisella,Drancourtella,Ethanoligenens,Faecalibacterium,Flavonifractor,Fournierella,Gorbachella,Lawsonibacter,Neglectibacter,Neobittarella,Oscillibacter,Oscillospira,Pseudoflavonifractor,Ruminiclostridium,Ruminococcus,Subdoligranulum,Clostridioides,Peptacetobacter,Peptostreptococcus,Evtepia,Gemmiger,Intestinimonas,Gelria,Thomasclavelia,Faecalicoccus,Megamonas,Sporomusa,Veillonella,Anaerococcus,Negativibacillus,Bacteroides,Mediterranea,Phocaeicola,Coprobacter,Dysgonomonas,Butyricimonas,Porphyromonas,Hallella,Paraprevotella,Prevotella,Alistipes,Parabacteroides,Chitinophaga,Ferruginibacter,Flavihumibacter,Flavisolibacter,Niabella,Niastella,Parafilimonas,Terrimonas,Candidatus Amoebophilus,Algoriphagus,Cytophaga,Spirosoma,Flexithrix,Ohtaekwangia,Adhaeribacter,Hymenobacter,Dyadobacter,Brumimicrobium,Fluviicola,Aequorivita,Capnocytophaga,Coenonia,Flavobacterium,Lutibacter,Myroides,Psychroserpens,Chryseobacterium,Cloacibacterium,Empedobacter,Ornithobacterium,Haliscomenobacter,Lewinella,Membranihabitans,Mucilaginibacter,Pedobacter,Solitalea,Sphingobacterium,Bdellovibrio,Campylobacter,Helicobacter,Candidatus Saccharimonas,Neochlamydia,Simkania,Roseiflexus,Dehalococcoides,Nostoc,Rivularia,Spirirestis,Tolypothrix,Microcoleus,Oscillatoria,Phormidium,Pleurocapsa,Deinococcus,Thermus,Cetobacterium,Fusobacterium,Ilyobacter,Leptotrichia,Oceanivirga,Streptobacillus,Gemmatimonas,Asteroleplasma,Mycoplasma,Mycoplasmopsis,Mycoplasmoides,Cystobacter,Haliangium,Nannocystis,Phaselicystis,Byssovorax,Chondromyces,Polyangium,Nitrospira,Candidatus Kuenenia,Phycisphaera,Tepidisphaera,Gemmata,Zavarzinella,Aquisphaera,Isosphaera,Singulisphaera,Tundrisphaera,Blastopirellula,Pirellula,Rhodopirellula,Planctomicrobium,Planctomyces,Schlesneria,Brevundimonas,Phenylobacterium,Aurantimonas,Bosea,Devosia,Rhodoplanes,Methylobacterium,Bradyrhizobium,Aliihoeflea,Mesorhizobium,Agrobacterium,Rhizobium,Sinorhizobium,Albirhodobacter,Amaricoccus,Paenirhodobacter,Paracoccus,Jannaschia,Roseovarius,Acidisoma,Geminicoccus,Thalassospira,Qipengyuania,Novosphingobium,Sphingobium,Sphingomonas,Sphingopyxis,Alcaligenes,Acidovorax,Comamonas,Curvibacter,Delftia,Polaromonas,Pseudorhodoferax,Variovorax,Janthinobacterium,Massilia,Ideonella,Methylibium,Roseateles,Parasutterella,Sutterella,Rhizobacter,Aeromonas,Oceanimonas,Oceanisphaera,Anaerobiospirillum,Pseudoalteromonas,Cardiobacterium,Suttonella,Ignatzschineria,Rheinheimera,Thiorhodospira,Budvicia,Citrobacter,Enterobacter,Escherichia,Klebsiella,Kluyvera,Raoultella,Salmonella,Shigella,Buchnera,Erwinia,Rosenbergiella,Hafnia,Morganella,Photorhabdus,Proteus,Pectobacterium,Rahnella,Serratia,Yersinia,Legionella,Acinetobacter,Alkanindiges,Moraxella,Psychrobacter,Steroidobacter,Marinicella,Halomonas,Marinomonas,Oleiphilus,Mergibacter,Spirabiliibacterium,Pseudomonas,Salinisphaera,Vibrio,Rhodanobacter,Stenotrophomonas,Brachyspira,Treponema,Bilophila,Desulfovibrio,Mailhella,Sphaerobacter,Opitutus,Luteolibacter,Verrucomicrobium,Arthothelium,Neofusicoccum,Cladosporium,Hormonema,Sydowia,Aureobasidium,Arthrographis,Kirschsteiniothelia,Anisomeridium,Arxiella,Leptodiscella,Exopassalora,Mycosphaerella,Pseudocercospora,Ramularia,Rhachisphaerella,Zasmidium,Zymoseptoria,Neodevriesia,Acrodontium,Capnobotryella,Devriesia,Hortaea,Stenella,Teratosphaeria,Myriangium,Neophaeotheca,Arthopyrenia,Leucaenicola,Biatriospora,Coniothyrium,Corynespora,Dictyosporium,Neodendryphiella,Ascochyta,Boeremia,Calophoma,Epicoccum,Phoma,Stagonosporopsis,Bimuria,Paraconiothyrium,Paraphaeosphaeria,Plenodomus,Helminthosporium,Massarina,Pseudodidymosphaeria,Camposporium,Nigrograna,Periconia,Didymocyrtis,Parastagonospora,Phaeosphaeria,Alternaria,Curvularia,Drechslera,Exserohilum,Pyrenophora,Stemphylium,Preussia,Sporormiella,Lepidosphaeria,Neoroussoella,Parathyridaria,Roussoella,Torula,Cheiromyces,Clavariopsis,Ochrocladosporium,Pseudopassalora,Wettsteinina,Acanthostigmella,Wiesneriomyces,Pseudosigmoidea,Scolecobasidium,Venturia,Didymocrea,Zopfia,Scleroramularia,Zeloasperisporium,Microxiphium,Cyphellophora,Cladophialophora,Exophiala,Rhinocladiella,Knufia,Trichomerium,Aspergillus,Penicillium,Thysanophora,Paecilomyces,Blastomyces,Histoplasma,Ctenomyces,Microsporum,Trichophyton,Gymnoascus,Malbranchea,Chrysosporium,Shanorella,Sclerococcum,Pyxidiophora,Amandinea,Buellia,Physcia,Micarea,Bacidina,Toninia,Lepraria,Neofitzroyomyces,Placynthium,Pertusaria,Caloplaca,Dufourea,Sirenophila,Tarasginia,Xanthoria,Erysiphe,Podosphaera,Amorphotheca,Infundichalara,Hyaloscypha,Mollisia,Venustampulla,Lanzia,Botrytis,Tricladium,Oidiodendron,Geomyces,Pseudogymnoascus,Scytalidium,Hyalorbilia,Ascobolus,Peziza,Candida,Debaryomyces,Hyphopichia,Meyerozyma,Priceomyces,Schwanniomyces,Spathaspora,Wickerhamia,Wickerhamomyces,Pichia,Citeromyces,Nakaseomyces,Saccharomyces,Torulaspora,Zygotorulaspora,Hanseniaspora,Blastobotrys,Trichomonascus,Starmerella,Cephalotheca,Phialemonium,Chaetosphaeria,Chloridium,Ellisembia,Pseudolachnea,Coniochaeta,Conioscypha,Harzia,Melanospora,Microthecium,Diaporthe,Mazzantia,Ophiodiaporthe,Coniella,Phomopsis,Valseutypella,Plagiascoma,Colletotrichum,Allomusicillium,Gibellulopsis,Plectosphaerella,Stachylidium,Clonostachys,Geosmithia,Hydropisphaera,Ijuhya,Paracylindrocarpon,Paragliomastix,Protocreopsis,Stilbocrea,Verrucostoma,Waltergamsia,Chrysonectria,Aschersonia,Claviceps,Metapochonia,Metarhizium,Nigelia,Pochonia,Samuelsia,Sungia,Akanthomyces,Beauveria,Blackwellomyces,Cordyceps,Hevansia,Simplicillium,Hypomyces,Sphaerostilbella,Trichoderma,Corinectria,Cylindrocladiella,Cylindrodendrum,Cylindromonium,Dactylonectria,Dialonectria,Fusarium,Fusicolla,Gliocephalotrichum,Ilyonectria,Lasionectria,Macroconia,Mariannaea,Murinectria,Nectria,Neonectria,Rodentomyces,Sarcopodium,Stephanonectria,Thelonectria,Thyronectria,Volutella,Neoacremonium,Monocillium,Niesslia,Ophiocordyceps,Tolypocladium,Trichosphaerella,Sarocladium,Alfaria,Alfariacladiella,Grandibotrys,Memnoniella,Myrothecium,Myxospora,Sirastachys,Stachybotrys,Septofusidium,Valsonectria,Acremonium,Chlamydocillium,Eucasphaeria,Fusariella,Trichothecium,Xenodactylaria,Endoconidiophora,Ascosacculus,Lignincola,Neptunella,Acaulium,Cephalotrichum,Doratomyces,Kernia,Microascus,Parascedosporium,Pithoascus,Scopulariopsis,Trichurus,Wardomyces,Basipetospora,Aureovirgo,Fragosphaeria,Ophiostoma,Sporothrix,Adelosphaeria,Phaeoisaria,Pleurotheciella,Chaetomium,Dichotomopilus,Humicola,Mycothermus,Trichocladium,Zopfiella,Fimetariella,Cladorrhinum,Podospora,Schizothecium,Papulaspora,Ramophialophora,Vermiculariopsiella,Amphisphaeria,Arthrinium,Eutypa,Eutypella,Peroneutypa,Gyrothrix,Iodosphaeria,Idriella,Microdochium,Bartalinia,Discosia,Morinia,Pestalotiopsis,Zetiasplozna,Nemania,Rosellinia,Xylaria,Zygosporium,Hansfordia,Libertella,Oxydothis,Phomatospora,Rhamphoria,Sporidesmium,Thyridium,Bullimyces,Canalisporium,Distoseptispora,Oncopodiella,Triadelphia,Protomyces,Taphrina,Bactrodesmium,Lylea,Solicorynespora,Agaricus,Coprinus,Leucocoprinus,Macrolepiota,Montagnea,Bolbitius,Conocybe,Lepista,Clitopilus,Entoloma,Rhodocybe,Laccaria,Gymnopus,Calyptella,Coprinellus,Coprinopsis,Radulomyces,Galerina,Pholiota,Lachnella,Fibularhizoctonia,Auricularia,Basidiodendron,Ceratosebacina,Eichleriella,Exidia,Myxarium,Botryobasidium,Botryohypochnus,Rhizoctonia,Thanatephorus,Tulasnella,Minimedusa,Sistotrema,Coltricia,Hyphodontia,Schizopora,Xylodon,Resinicium,Hyphoderma,Wolfiporia,Dichomitus,Hornodermoporus,Lopharia,Perenniporia,Polyporus,Auriscalpium,Scytinostroma,Peniophora,Stereum,Porpomyces,Trechispora,Kondoa,Infundibura,Cystobasidium,Symmetrospora,Dacrymyces,Tilletiopsis,Exobasidium,Pseudomicrostroma,Malassezia,Leucosporidium,Rhodotorula,Sporobolomyces,Pseudohyphozyma,Melampsora,Uredinopsis,Hamaspora,Phragmidium,Uromycladium,Ceratocoma,Cumminsiella,Puccinia,Uromyces,Pucciniastrum,Cystofilobasidium,Tausonia,Filobasidium,Solicoccozyma,Bullera,Dioszegia,Vishniacozyma,Cryptococcus,Papiliotrema,Sirobasidium,Tremella,Saitozyma,Apiotrichum,Trichosporon,Farysia,Schizonella,Ustilago,Wallemia,Rhizidium,Nowakowskiella,Rhizophlyctis,Nosema,Vairimorpha,Pleistophora,Trachipleistophora,Vavraia,Tubulinosema,Alternosema,Endoreticulatus,Microsporidium,Nematocida,Entomortierella,Gryganskiella,Linnemannia,Lunasporangiospora,Mortierella,Podila,Backusella,Absidia,Helicostylum,Mucor,Parasitella,Pilaira,Pirella,Umbelopsis,Basidiobolus,Conidiobolus,Batkoa,Entomophthora,Pandora,Zoophthora,Piptocephalis,Syncephalis,Cryptosporidium,Atoxoplasma,Eimeria,Isospora,Gregarina,Denticula,Hantzschia,Nitzschia,Eucocconeis,Cymbella,Planothidium,Neidium,Pinnularia,Amphora,Asterionella,Fragilaria,Thaumatomonas,Rhogostoma,Cercomonas,Paracercomonas,Bodomorpha,Proleptomonas,Rosculus,Mesofila,Kraken,Colpoda,Platyophryides,Mykophagophrys,Pseudoplatyophrya,Pseudocohnilembus,Epistylis,Opisthostyla,Pseudovorticella,Euplotes,Tachysoma,Pseudokahliella,Hemicycliostyla,Anteholosticha,Pseudourostyla,Extraholosticha,Bistichella,Platyamoeba,Cochliopodium,Acanthamoeba,Sappinia,Thecamoeba,Bodo,Dimastigella,Rhynchomonas,Neobodo,Rhynchobodo,Parabodo,Angomonas,Crithidia,Kentomonas,Lafontella,Leptomonas,Phytomonas,Trypanosoma,Dictyostelium,Diderma,Didymium,Badhamia,Physarum,Comatricha,Stemonaria,Stemonitis,Arcyria,Metatrichia,Allovahlkampfia,Naegleria,Paravahlkampfia,Albugo,Salilagenidium,Perofascia,Peronospora,Phytophthora,Pseudoperonospora,Globisporangium,Phytopythium,Pythium,Aphanomyces,Haptoglossa,Pentatrichomonas,Tetratrichomonas,Simplicimonas,Tritrichomonas,Eucheuma,Rufusia,Echinamoeba,Cryptodifflugia,Flabellula,Blastocystis,Spumella,Paraphysomonas,Ascophyllum,Nuclearia,Colpodella
BM1,Black robin,Petroica traversi,Passeriformes,Adult,Mangere,16,Wild/unknown,73434233,0,9.47,223.58,0,0,0,0,0,0,0,6.15,0,0,0,0,0,0,0,10.67,11.49,0,0,0,106.83,0,0,0,7.14,0,0,0,0,0,0,19.2,0,0,0,17.56,0,0,0,60.79,32.06,0,0,0,0,0,0,0,63.48,0,89.78,0,0,0,0,0,0,6.85,77.68,10.15,10.08,459.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.91,0,0,0,3.55,0,0,0,0,12.22,0,0,22.63,0,0,0,5.27,0,0,0,36.44,0,0,3377.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.79,0,0,0,0,0,24.58,0,5.82,0,0,0,0,0,21.26,15.83,0,6.54,0,0,0,21.25,0,0,0,7.85,0,0,0,0,0,0,0,0,0,22.35,0,1208.86,0,0,0,0,0,0,0,0,23.33,0,0,0,0,0,43.55,19.53,0,0,0,5.01,0,0,0,0,0,16.9,0,6.19,0,0,0,0,0,0,10.13,0,28.41,0,297.76,67.38,0,0,658.27,0,22.53,173.08,8.42,0,648.6,0,5.9,0,0,0,0,0,0,36.38,0,0,0,0,77.15,0,0,13.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62,251.34,0,0,0,15.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.41,0,0,0,0,0,0,0,14.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.96,0,0,32.13,0,0,0,0,0,0,0,0,0,39.21,0,0,15.37,0,0,0,38.06,0,0,0,0,0,0,0,0,0,0,0,5.62,0,0,0,6.67,0,0,0,0,0,0,0,0,8.26,8.48,0,0,0,0,25.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.76,0,0,0,0,0,0,0,10.03,0,0,0,0,0,0,263.86,0,9.19,0,738.97,1125.81,0,0,0,38.98,0,0,60.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.21,0,0,0,0,0,0,0,0,0,0,0,0,0,52.94,12.77,0,0,0,0,4.78,19.02,4.51,0,32.97,76.74,0,8.7,3.61,0,0,0,15.43,0,0,204.26,0,0,0,0,0,0,19.11,0,0,0,47.71,0,0,14.55,0,0,80.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.87,0,0,0,0,0,20.57,0,0,0,0,0,0,20.21,0,0,66.05,0,0,0,186.44,0,0,0,0,5.04,0,0,63.05,100.36,0,0,7.35,0,0,0,0,0,28.56,0,209.94,0,0,19.87,0,6.75,14.95,29.09,6.53,17.46,0,0,0,63.17,0,0,11.13,78.91,21.87,0,0,0,0,0,0,0,0,0,0,24.06,5.68,9.43,0,0,0,0,0,0,40.7,0,16.34,0,0,0,0,53.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.36,21.3,0,0,0,0,0,0,12.69,0,0,6.3,0,0,0,9.82,8.51,0,10.88,0,0,0,8.05,0,0,0,0,0,0,0,26.94,0,0,0,0,0,0,0,0,0,20.54,0,0,0,35.95,0,0,0,0,0,5.14,0,0,0,0,0,0,0,63.2,0,7.28,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4.96,0,0,0,7.79,0,0,0,0,1362.06,0,0,0,0,3.23,0,0,0,0,0,0,10.21,0,0,36.86,0,0,0,0,11.13,23.61,0,50.69,0,0,0,0,0,47.7,0,0,135.84,0,0,0,32184.05,392.16,0,0,0,0,0,0,0,0,0,0,5.12,0,4.95,19.29,0,0,0,43.52,0,0,0,0,0,0,0,8.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.81,0,55.4,0,0,11.99,0,0,0,0,43.88,0,0,0,0,0,0,0,0,0,0,0,0,0,40.51,0,0,0,36.29,0,91.05,30.25,129.79,309.8,14.85,165.37,0,0,0,0,0,0,0,0,0,21.56,0,6.89,0,27.4,0,27,0,183.3,0,0,12.81,0,0,7.2,988.02,24.81,4.42,0,0,0,0,0,0,0,0,0,0,18.45,183.28,0,0,0,0,9.08,0,0
BM2,Black robin,Petroica traversi,Passeriformes,Young,Mangere,11,Wild/unknown,56965566,306.46,83.7,0,0,0,34.03,0,24.29,0,0,0,0,0,0,0,0,0,0,75.67,0,0,0,3.02,64.83,6.05,7.9,10.97,4.72,0,0,0,0,28.25,0,15.47,0,0,0,1370.16,0,17,0,0,0,252.8,27,0,0,5.39,0,0,0,0,15.56,3.45,110.06,0,0,0,22.87,0,37.86,0,4.45,15.91,0,0,0,9.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.33,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.39,0,0,0,0,0,0,0,29.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.21,0,0,0,0,0,0,0,0,0,0,0,0,0,8660.87,0,0,0,0,0,124.13,42.74,11.26,0,0,0,0,0,0,0,0,102.64,0,0,10.99,13.02,0,111.1,0,0,0,0,0,0,0,0,16.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.36,6.26,0,0,0,0,0,0,0,9.18,21.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.73,0,0,0,0,0,11.5,0,0,0,0,0,0,128.46,0,0,0,0,0,0,10.31,0,0,21.8,0,0,0,9.97,0,0,0,0,14,0,0,0,131.51,0,0,0,0,0,0,0,0,0,9.87,0,8.68,0,7.24,0,0,0,0,0,0,0,0,0,0,31.3,7.67,0,0,0,37.33,0,0,0,0,0,0,0,42.68,0,0,0,0,0,0,0,8.81,0,0,589.78,567.69,0,0,0,0,0,0,17.79,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,12.85,0,0,0,0,0,0,0,7.61,0,0,0,17.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.51,0,0,0,0,0,21.76,0,0,0,0,0,0,0,0,0,5.85,0,0,0,82.23,6.21,0,0,104.27,34.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.76,0,0,0,0,0,0,0,8.95,0,0,0,0,0,0,9.34,0,0,0,0,0,0,580.06,0,0,0,0,0,10.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.93,0,298.29,0,0,0,0,0,0,0,0,55.99,0,0,0,0,0,0,23.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,148.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.63,0,38.05,0,0,0,0,0,336.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675.05,0,0,0,0,0,0,0,0,0,4.81,0,0,0,83.64,0,0,20.74,0,0,0,0,0,0,0,0,0,83823.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.99,0,0,0,0,0,0,0,0,0,0,0,17.08,0,76.58,66.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.12,0,0,0,0,0,0,41.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR1,Black robin,Petroica traversi,Passeriformes,Adult,Rangatira,16,Wild/unknown,68023354,0,9.46,1342.1,0,71.16,0,0,0,0,7.65,0,0,0,0,0,0,0,16.33,243.67,20.27,9,0,8.63,722.47,0,0,0,0,138.01,0,0,0,8.7,0,415.07,0,0,7.7,0,0,0,0,14.41,58.87,0,0,55.07,0,0,0,0,267.04,0,66.07,8.38,0,8.86,13.69,5.7,8.96,5.7,30.22,0,40.97,25.98,0,4.66,0,7.64,0,0,0,0,0,0,0,0,0,0,0,0,0,78.95,0,0,27.99,55,0,0,0,6.89,0,0,11.59,21.95,0,0,0,0,0,0,0,27.74,0,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.71,0,4.17,0,51.29,6.34,15.82,38.61,0,5.91,0,0,0,0,7.53,0,0,8.09,0,0,0,64.98,0,0,0,15.95,0,0,0,5.28,0,0,0,0,0,16.43,0,0,0,0,0,12.92,0,0,0,0,0,0,0,0,0,0,20.27,0,0,0,0,6.98,0,0,21.9,0,0,0,0,0,0,0,13.56,0,560.98,3.85,38.75,0,96.37,53.83,1067.17,89.62,8.92,243.78,4222.23,0,71.93,916.39,31.47,0,744.65,35.64,0,165.97,0,0,5.32,0,0,360.21,0,0,0,65.22,129.6,0,0,0,0,0,0,0,13.64,0,0,5.97,0,16.07,0,0,0,17.33,0,0,0,0,0,0,0,0,0,7.74,0,0,0,0,0,0,0,0,0,0,0,0,14.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.66,0,0,0,0,0,0,0,0,0,64.9,0,0,0,0,19.18,545,0,0,0,29.03,0,0,0,0,0,0,0,0,0,0,3.02,14.91,0,0,0,24.28,0,0,0,0,0,14.08,0,30.84,14.97,0,0,5.64,184.46,0,0,14.57,0,0,0,0,0,0,0,0,5.92,0,18.8,5.83,0,0,204.22,0,0,0,0,119.45,0,0,0,10.44,0,6.8,0,0,0,0,0,24.44,0,0,0,0,0,20.73,0,0,7.11,0,5.91,0,5518.3,0,14.42,0,2528.91,1108.25,0,0,306.73,53.42,0,23.34,646.97,0,149.5,0,0,0,17.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.46,0,4.03,12.46,0,992.36,0,0,20.18,56.81,315.4,211.4,8.28,33.01,0,0,0,0,0,30.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.36,9.61,0,0,0,10.96,37.46,0,1896.91,15.12,18.88,14.27,0,0,0,10.89,0,0,7.54,0,0,264.42,0,10.37,0,0,6.02,0,0,0,16.42,0,0,0,0,0,0,132.12,0,20.98,0,0,64.77,0,0,42.77,0,68.52,0,0,39.94,10.99,0,0,0,0,7.69,1003.27,0,11.36,79.61,0,0,5.05,0,33.53,0,0,0,29.37,0,14.26,21.12,0,0,8.57,0,0,0,6.47,0,0,0,40.98,0,31.38,0,0,0,0,121.04,0,0,312.47,9.11,0,0,64.63,16.1,0,0,54.81,19.42,0,0,15.52,0,0,0,0,0,39.2,0,0,30.34,0,0,81.06,0,0,0,10.37,0,0,12.89,0,109.96,0,0,0,35.39,0,0,0,0,0,77.67,0,60.77,7.19,0,3.93,0,133.52,13.31,0,0,13.03,0,23.32,0,0,0,0,5.49,0,0,0,0,0,82,0,0,0,11.22,72.16,0,0,0,16.61,0,0,11.23,0,18.53,0,0,0,0,0,97.33,0,12.85,0,41.78,0,0,0,103.07,0,42.37,12.09,0,0,0,269.53,0,22.72,0,32.2,0,0,0,0,0,19.47,0,0,0,0,0,0,0,0,0,8.05,0,25.24,0,0,0,0,0,0,0,0,1516.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.89,0,0,7.39,3.46,16.96,0,0,0,50.75,70.69,8.3,0,0,5.08,0,0,7.78,0,0,0,0,4.14,159.14,0,0,0,0,329.91,0,28.85,0,2388.39,252.4,0,0,0,40.15,0,0,0,7.56,0,0,33.28,0,0,0,0,44.71,0,0,12.97,6.25,0,0,0,0,0,0,48.52,0,0,0,0,0,0,0,51.68,29.12,18.84,0,95.69,0,23.02,0,0,9.53,0,0,0,0,0,0,16.06,0,43.63,0,16.74,36.63,0,0,27.41,7.03,62.84,0,178.26,336.16,0,1019.35,327.65,165.12,0,0,0,0,0,0,0,0,49.7,154.22,134.11,20.98,102.56,23.5,33.77,0,0,135.16,67.4,0,118.95,0,0,0,405.26,0,0,0,67.36,49.63,0,0,0,0,0,0,49.93,0,0,0,0,15.65,0,0,0,18.81
